X_mm,Y_mm,Z_mm,PowerDensity_W_per_mm3
0.250,0.250,0.025,4.762
0.250,0.250,0.075,4.762
0.250,0.250,0.125,4.762
0.750,0.250,0.025,4.762
0.750,0.250,0.075,4.762
0.750,0.250,0.125,4.762
1.250,0.250,0.025,4.762
1.250,0.250,0.075,4.762
1.250,0.250,0.125,4.762
1.750,0.250,0.025,4.762
1.750,0.250,0.075,4.762
1.750,0.250,0.125,4.762
2.250,0.250,0.025,4.762
2.250,0.250,0.075,4.762
2.250,0.250,0.125,4.762
2.750,0.250,0.025,4.762
2.750,0.250,0.075,4.762
2.750,0.250,0.125,4.762
3.250,0.250,0.025,4.762
3.250,0.250,0.075,4.762
3.250,0.250,0.125,4.762
3.750,0.250,0.025,4.762
3.750,0.250,0.075,4.762
3.750,0.250,0.125,4.762
4.250,0.250,0.025,4.762
4.250,0.250,0.075,4.762
4.250,0.250,0.125,4.762
4.750,0.250,0.025,2.222
4.750,0.250,0.075,2.222
4.750,0.250,0.125,2.222
5.250,0.250,0.025,2.222
5.250,0.250,0.075,2.222
5.250,0.250,0.125,2.222
5.750,0.250,0.025,2.222
5.750,0.250,0.075,2.222
5.750,0.250,0.125,2.222
6.250,0.250,0.025,2.222
6.250,0.250,0.075,2.222
6.250,0.250,0.125,2.222
6.750,0.250,0.025,2.222
6.750,0.250,0.075,2.222
6.750,0.250,0.125,2.222
7.250,0.250,0.025,2.222
7.250,0.250,0.075,2.222
7.250,0.250,0.125,2.222
7.750,0.250,0.025,1.693
7.750,0.250,0.075,1.693
7.750,0.250,0.125,1.693
8.250,0.250,0.025,1.693
8.250,0.250,0.075,1.693
8.250,0.250,0.125,1.693
8.750,0.250,0.025,1.693
8.750,0.250,0.075,1.693
8.750,0.250,0.125,1.693
9.250,0.250,0.025,1.693
9.250,0.250,0.075,1.693
9.250,0.250,0.125,1.693
9.750,0.250,0.025,1.693
9.750,0.250,0.075,1.693
9.750,0.250,0.125,1.693
10.250,0.250,0.025,4.762
10.250,0.250,0.075,4.762
10.250,0.250,0.125,4.762
10.750,0.250,0.025,4.762
10.750,0.250,0.075,4.762
10.750,0.250,0.125,4.762
11.250,0.250,0.025,4.762
11.250,0.250,0.075,4.762
11.250,0.250,0.125,4.762
11.750,0.250,0.025,4.762
11.750,0.250,0.075,4.762
11.750,0.250,0.125,4.762
12.250,0.250,0.025,4.762
12.250,0.250,0.075,4.762
12.250,0.250,0.125,4.762
12.750,0.250,0.025,4.762
12.750,0.250,0.075,4.762
12.750,0.250,0.125,4.762
13.250,0.250,0.025,4.762
13.250,0.250,0.075,4.762
13.250,0.250,0.125,4.762
13.750,0.250,0.025,4.762
13.750,0.250,0.075,4.762
13.750,0.250,0.125,4.762
14.250,0.250,0.025,4.762
14.250,0.250,0.075,4.762
14.250,0.250,0.125,4.762
0.250,0.750,0.025,4.762
0.250,0.750,0.075,4.762
0.250,0.750,0.125,4.762
0.750,0.750,0.025,4.762
0.750,0.750,0.075,4.762
0.750,0.750,0.125,4.762
1.250,0.750,0.025,4.762
1.250,0.750,0.075,4.762
1.250,0.750,0.125,4.762
1.750,0.750,0.025,4.762
1.750,0.750,0.075,4.762
1.750,0.750,0.125,4.762
2.250,0.750,0.025,4.762
2.250,0.750,0.075,4.762
2.250,0.750,0.125,4.762
2.750,0.750,0.025,4.762
2.750,0.750,0.075,4.762
2.750,0.750,0.125,4.762
3.250,0.750,0.025,4.762
3.250,0.750,0.075,4.762
3.250,0.750,0.125,4.762
3.750,0.750,0.025,4.762
3.750,0.750,0.075,4.762
3.750,0.750,0.125,4.762
4.250,0.750,0.025,4.762
4.250,0.750,0.075,4.762
4.250,0.750,0.125,4.762
4.750,0.750,0.025,2.222
4.750,0.750,0.075,2.222
4.750,0.750,0.125,2.222
5.250,0.750,0.025,2.222
5.250,0.750,0.075,2.222
5.250,0.750,0.125,2.222
5.750,0.750,0.025,2.222
5.750,0.750,0.075,2.222
5.750,0.750,0.125,2.222
6.250,0.750,0.025,2.222
6.250,0.750,0.075,2.222
6.250,0.750,0.125,2.222
6.750,0.750,0.025,2.222
6.750,0.750,0.075,2.222
6.750,0.750,0.125,2.222
7.250,0.750,0.025,2.222
7.250,0.750,0.075,2.222
7.250,0.750,0.125,2.222
7.750,0.750,0.025,1.693
7.750,0.750,0.075,1.693
7.750,0.750,0.125,1.693
8.250,0.750,0.025,1.693
8.250,0.750,0.075,1.693
8.250,0.750,0.125,1.693
8.750,0.750,0.025,1.693
8.750,0.750,0.075,1.693
8.750,0.750,0.125,1.693
9.250,0.750,0.025,1.693
9.250,0.750,0.075,1.693
9.250,0.750,0.125,1.693
9.750,0.750,0.025,1.693
9.750,0.750,0.075,1.693
9.750,0.750,0.125,1.693
10.250,0.750,0.025,4.762
10.250,0.750,0.075,4.762
10.250,0.750,0.125,4.762
10.750,0.750,0.025,4.762
10.750,0.750,0.075,4.762
10.750,0.750,0.125,4.762
11.250,0.750,0.025,4.762
11.250,0.750,0.075,4.762
11.250,0.750,0.125,4.762
11.750,0.750,0.025,4.762
11.750,0.750,0.075,4.762
11.750,0.750,0.125,4.762
12.250,0.750,0.025,4.762
12.250,0.750,0.075,4.762
12.250,0.750,0.125,4.762
12.750,0.750,0.025,4.762
12.750,0.750,0.075,4.762
12.750,0.750,0.125,4.762
13.250,0.750,0.025,4.762
13.250,0.750,0.075,4.762
13.250,0.750,0.125,4.762
13.750,0.750,0.025,4.762
13.750,0.750,0.075,4.762
13.750,0.750,0.125,4.762
14.250,0.750,0.025,4.762
14.250,0.750,0.075,4.762
14.250,0.750,0.125,4.762
0.250,1.250,0.025,4.762
0.250,1.250,0.075,4.762
0.250,1.250,0.125,4.762
0.750,1.250,0.025,4.762
0.750,1.250,0.075,4.762
0.750,1.250,0.125,4.762
1.250,1.250,0.025,4.762
1.250,1.250,0.075,4.762
1.250,1.250,0.125,4.762
1.750,1.250,0.025,4.762
1.750,1.250,0.075,4.762
1.750,1.250,0.125,4.762
2.250,1.250,0.025,4.762
2.250,1.250,0.075,4.762
2.250,1.250,0.125,4.762
2.750,1.250,0.025,4.762
2.750,1.250,0.075,4.762
2.750,1.250,0.125,4.762
3.250,1.250,0.025,4.762
3.250,1.250,0.075,4.762
3.250,1.250,0.125,4.762
3.750,1.250,0.025,4.762
3.750,1.250,0.075,4.762
3.750,1.250,0.125,4.762
4.250,1.250,0.025,4.762
4.250,1.250,0.075,4.762
4.250,1.250,0.125,4.762
4.750,1.250,0.025,2.222
4.750,1.250,0.075,2.222
4.750,1.250,0.125,2.222
5.250,1.250,0.025,2.222
5.250,1.250,0.075,2.222
5.250,1.250,0.125,2.222
5.750,1.250,0.025,2.222
5.750,1.250,0.075,2.222
5.750,1.250,0.125,2.222
6.250,1.250,0.025,2.222
6.250,1.250,0.075,2.222
6.250,1.250,0.125,2.222
6.750,1.250,0.025,2.222
6.750,1.250,0.075,2.222
6.750,1.250,0.125,2.222
7.250,1.250,0.025,2.222
7.250,1.250,0.075,2.222
7.250,1.250,0.125,2.222
7.750,1.250,0.025,1.693
7.750,1.250,0.075,1.693
7.750,1.250,0.125,1.693
8.250,1.250,0.025,1.693
8.250,1.250,0.075,1.693
8.250,1.250,0.125,1.693
8.750,1.250,0.025,1.693
8.750,1.250,0.075,1.693
8.750,1.250,0.125,1.693
9.250,1.250,0.025,1.693
9.250,1.250,0.075,1.693
9.250,1.250,0.125,1.693
9.750,1.250,0.025,1.693
9.750,1.250,0.075,1.693
9.750,1.250,0.125,1.693
10.250,1.250,0.025,4.762
10.250,1.250,0.075,4.762
10.250,1.250,0.125,4.762
10.750,1.250,0.025,4.762
10.750,1.250,0.075,4.762
10.750,1.250,0.125,4.762
11.250,1.250,0.025,4.762
11.250,1.250,0.075,4.762
11.250,1.250,0.125,4.762
11.750,1.250,0.025,4.762
11.750,1.250,0.075,4.762
11.750,1.250,0.125,4.762
12.250,1.250,0.025,4.762
12.250,1.250,0.075,4.762
12.250,1.250,0.125,4.762
12.750,1.250,0.025,4.762
12.750,1.250,0.075,4.762
12.750,1.250,0.125,4.762
13.250,1.250,0.025,4.762
13.250,1.250,0.075,4.762
13.250,1.250,0.125,4.762
13.750,1.250,0.025,4.762
13.750,1.250,0.075,4.762
13.750,1.250,0.125,4.762
14.250,1.250,0.025,4.762
14.250,1.250,0.075,4.762
14.250,1.250,0.125,4.762
0.250,1.750,0.025,4.762
0.250,1.750,0.075,4.762
0.250,1.750,0.125,4.762
0.750,1.750,0.025,4.762
0.750,1.750,0.075,4.762
0.750,1.750,0.125,4.762
1.250,1.750,0.025,4.762
1.250,1.750,0.075,4.762
1.250,1.750,0.125,4.762
1.750,1.750,0.025,4.762
1.750,1.750,0.075,4.762
1.750,1.750,0.125,4.762
2.250,1.750,0.025,4.762
2.250,1.750,0.075,4.762
2.250,1.750,0.125,4.762
2.750,1.750,0.025,4.762
2.750,1.750,0.075,4.762
2.750,1.750,0.125,4.762
3.250,1.750,0.025,4.762
3.250,1.750,0.075,4.762
3.250,1.750,0.125,4.762
3.750,1.750,0.025,4.762
3.750,1.750,0.075,4.762
3.750,1.750,0.125,4.762
4.250,1.750,0.025,4.762
4.250,1.750,0.075,4.762
4.250,1.750,0.125,4.762
4.750,1.750,0.025,2.222
4.750,1.750,0.075,2.222
4.750,1.750,0.125,2.222
5.250,1.750,0.025,2.222
5.250,1.750,0.075,2.222
5.250,1.750,0.125,2.222
5.750,1.750,0.025,2.222
5.750,1.750,0.075,2.222
5.750,1.750,0.125,2.222
6.250,1.750,0.025,2.222
6.250,1.750,0.075,2.222
6.250,1.750,0.125,2.222
6.750,1.750,0.025,2.222
6.750,1.750,0.075,2.222
6.750,1.750,0.125,2.222
7.250,1.750,0.025,2.222
7.250,1.750,0.075,2.222
7.250,1.750,0.125,2.222
7.750,1.750,0.025,1.693
7.750,1.750,0.075,1.693
7.750,1.750,0.125,1.693
8.250,1.750,0.025,1.693
8.250,1.750,0.075,1.693
8.250,1.750,0.125,1.693
8.750,1.750,0.025,1.693
8.750,1.750,0.075,1.693
8.750,1.750,0.125,1.693
9.250,1.750,0.025,1.693
9.250,1.750,0.075,1.693
9.250,1.750,0.125,1.693
9.750,1.750,0.025,1.693
9.750,1.750,0.075,1.693
9.750,1.750,0.125,1.693
10.250,1.750,0.025,4.762
10.250,1.750,0.075,4.762
10.250,1.750,0.125,4.762
10.750,1.750,0.025,4.762
10.750,1.750,0.075,4.762
10.750,1.750,0.125,4.762
11.250,1.750,0.025,4.762
11.250,1.750,0.075,4.762
11.250,1.750,0.125,4.762
11.750,1.750,0.025,4.762
11.750,1.750,0.075,4.762
11.750,1.750,0.125,4.762
12.250,1.750,0.025,4.762
12.250,1.750,0.075,4.762
12.250,1.750,0.125,4.762
12.750,1.750,0.025,4.762
12.750,1.750,0.075,4.762
12.750,1.750,0.125,4.762
13.250,1.750,0.025,4.762
13.250,1.750,0.075,4.762
13.250,1.750,0.125,4.762
13.750,1.750,0.025,4.762
13.750,1.750,0.075,4.762
13.750,1.750,0.125,4.762
14.250,1.750,0.025,4.762
14.250,1.750,0.075,4.762
14.250,1.750,0.125,4.762
0.250,2.250,0.025,4.762
0.250,2.250,0.075,4.762
0.250,2.250,0.125,4.762
0.750,2.250,0.025,4.762
0.750,2.250,0.075,4.762
0.750,2.250,0.125,4.762
1.250,2.250,0.025,4.762
1.250,2.250,0.075,4.762
1.250,2.250,0.125,4.762
1.750,2.250,0.025,4.762
1.750,2.250,0.075,4.762
1.750,2.250,0.125,4.762
2.250,2.250,0.025,4.762
2.250,2.250,0.075,4.762
2.250,2.250,0.125,4.762
2.750,2.250,0.025,4.762
2.750,2.250,0.075,4.762
2.750,2.250,0.125,4.762
3.250,2.250,0.025,4.762
3.250,2.250,0.075,4.762
3.250,2.250,0.125,4.762
3.750,2.250,0.025,4.762
3.750,2.250,0.075,4.762
3.750,2.250,0.125,4.762
4.250,2.250,0.025,4.762
4.250,2.250,0.075,4.762
4.250,2.250,0.125,4.762
4.750,2.250,0.025,2.222
4.750,2.250,0.075,2.222
4.750,2.250,0.125,2.222
5.250,2.250,0.025,2.222
5.250,2.250,0.075,2.222
5.250,2.250,0.125,2.222
5.750,2.250,0.025,2.222
5.750,2.250,0.075,2.222
5.750,2.250,0.125,2.222
6.250,2.250,0.025,2.222
6.250,2.250,0.075,2.222
6.250,2.250,0.125,2.222
6.750,2.250,0.025,2.222
6.750,2.250,0.075,2.222
6.750,2.250,0.125,2.222
7.250,2.250,0.025,2.222
7.250,2.250,0.075,2.222
7.250,2.250,0.125,2.222
7.750,2.250,0.025,1.693
7.750,2.250,0.075,1.693
7.750,2.250,0.125,1.693
8.250,2.250,0.025,1.693
8.250,2.250,0.075,1.693
8.250,2.250,0.125,1.693
8.750,2.250,0.025,1.693
8.750,2.250,0.075,1.693
8.750,2.250,0.125,1.693
9.250,2.250,0.025,1.693
9.250,2.250,0.075,1.693
9.250,2.250,0.125,1.693
9.750,2.250,0.025,1.693
9.750,2.250,0.075,1.693
9.750,2.250,0.125,1.693
10.250,2.250,0.025,4.762
10.250,2.250,0.075,4.762
10.250,2.250,0.125,4.762
10.750,2.250,0.025,4.762
10.750,2.250,0.075,4.762
10.750,2.250,0.125,4.762
11.250,2.250,0.025,4.762
11.250,2.250,0.075,4.762
11.250,2.250,0.125,4.762
11.750,2.250,0.025,4.762
11.750,2.250,0.075,4.762
11.750,2.250,0.125,4.762
12.250,2.250,0.025,4.762
12.250,2.250,0.075,4.762
12.250,2.250,0.125,4.762
12.750,2.250,0.025,4.762
12.750,2.250,0.075,4.762
12.750,2.250,0.125,4.762
13.250,2.250,0.025,4.762
13.250,2.250,0.075,4.762
13.250,2.250,0.125,4.762
13.750,2.250,0.025,4.762
13.750,2.250,0.075,4.762
13.750,2.250,0.125,4.762
14.250,2.250,0.025,4.762
14.250,2.250,0.075,4.762
14.250,2.250,0.125,4.762
0.250,2.750,0.025,4.762
0.250,2.750,0.075,4.762
0.250,2.750,0.125,4.762
0.750,2.750,0.025,4.762
0.750,2.750,0.075,4.762
0.750,2.750,0.125,4.762
1.250,2.750,0.025,4.762
1.250,2.750,0.075,4.762
1.250,2.750,0.125,4.762
1.750,2.750,0.025,4.762
1.750,2.750,0.075,4.762
1.750,2.750,0.125,4.762
2.250,2.750,0.025,4.762
2.250,2.750,0.075,4.762
2.250,2.750,0.125,4.762
2.750,2.750,0.025,4.762
2.750,2.750,0.075,4.762
2.750,2.750,0.125,4.762
3.250,2.750,0.025,4.762
3.250,2.750,0.075,4.762
3.250,2.750,0.125,4.762
3.750,2.750,0.025,4.762
3.750,2.750,0.075,4.762
3.750,2.750,0.125,4.762
4.250,2.750,0.025,4.762
4.250,2.750,0.075,4.762
4.250,2.750,0.125,4.762
4.750,2.750,0.025,2.222
4.750,2.750,0.075,2.222
4.750,2.750,0.125,2.222
5.250,2.750,0.025,2.222
5.250,2.750,0.075,2.222
5.250,2.750,0.125,2.222
5.750,2.750,0.025,2.222
5.750,2.750,0.075,2.222
5.750,2.750,0.125,2.222
6.250,2.750,0.025,2.222
6.250,2.750,0.075,2.222
6.250,2.750,0.125,2.222
6.750,2.750,0.025,2.222
6.750,2.750,0.075,2.222
6.750,2.750,0.125,2.222
7.250,2.750,0.025,2.222
7.250,2.750,0.075,2.222
7.250,2.750,0.125,2.222
7.750,2.750,0.025,1.693
7.750,2.750,0.075,1.693
7.750,2.750,0.125,1.693
8.250,2.750,0.025,1.693
8.250,2.750,0.075,1.693
8.250,2.750,0.125,1.693
8.750,2.750,0.025,1.693
8.750,2.750,0.075,1.693
8.750,2.750,0.125,1.693
9.250,2.750,0.025,1.693
9.250,2.750,0.075,1.693
9.250,2.750,0.125,1.693
9.750,2.750,0.025,1.693
9.750,2.750,0.075,1.693
9.750,2.750,0.125,1.693
10.250,2.750,0.025,4.762
10.250,2.750,0.075,4.762
10.250,2.750,0.125,4.762
10.750,2.750,0.025,4.762
10.750,2.750,0.075,4.762
10.750,2.750,0.125,4.762
11.250,2.750,0.025,4.762
11.250,2.750,0.075,4.762
11.250,2.750,0.125,4.762
11.750,2.750,0.025,4.762
11.750,2.750,0.075,4.762
11.750,2.750,0.125,4.762
12.250,2.750,0.025,4.762
12.250,2.750,0.075,4.762
12.250,2.750,0.125,4.762
12.750,2.750,0.025,4.762
12.750,2.750,0.075,4.762
12.750,2.750,0.125,4.762
13.250,2.750,0.025,4.762
13.250,2.750,0.075,4.762
13.250,2.750,0.125,4.762
13.750,2.750,0.025,4.762
13.750,2.750,0.075,4.762
13.750,2.750,0.125,4.762
14.250,2.750,0.025,4.762
14.250,2.750,0.075,4.762
14.250,2.750,0.125,4.762
0.250,3.250,0.025,4.762
0.250,3.250,0.075,4.762
0.250,3.250,0.125,4.762
0.750,3.250,0.025,4.762
0.750,3.250,0.075,4.762
0.750,3.250,0.125,4.762
1.250,3.250,0.025,4.762
1.250,3.250,0.075,4.762
1.250,3.250,0.125,4.762
1.750,3.250,0.025,4.762
1.750,3.250,0.075,4.762
1.750,3.250,0.125,4.762
2.250,3.250,0.025,4.762
2.250,3.250,0.075,4.762
2.250,3.250,0.125,4.762
2.750,3.250,0.025,4.762
2.750,3.250,0.075,4.762
2.750,3.250,0.125,4.762
3.250,3.250,0.025,4.762
3.250,3.250,0.075,4.762
3.250,3.250,0.125,4.762
3.750,3.250,0.025,4.762
3.750,3.250,0.075,4.762
3.750,3.250,0.125,4.762
4.250,3.250,0.025,4.762
4.250,3.250,0.075,4.762
4.250,3.250,0.125,4.762
4.750,3.250,0.025,2.222
4.750,3.250,0.075,2.222
4.750,3.250,0.125,2.222
5.250,3.250,0.025,2.222
5.250,3.250,0.075,2.222
5.250,3.250,0.125,2.222
5.750,3.250,0.025,2.222
5.750,3.250,0.075,2.222
5.750,3.250,0.125,2.222
6.250,3.250,0.025,2.222
6.250,3.250,0.075,2.222
6.250,3.250,0.125,2.222
6.750,3.250,0.025,2.222
6.750,3.250,0.075,2.222
6.750,3.250,0.125,2.222
7.250,3.250,0.025,2.222
7.250,3.250,0.075,2.222
7.250,3.250,0.125,2.222
7.750,3.250,0.025,1.693
7.750,3.250,0.075,1.693
7.750,3.250,0.125,1.693
8.250,3.250,0.025,1.693
8.250,3.250,0.075,1.693
8.250,3.250,0.125,1.693
8.750,3.250,0.025,1.693
8.750,3.250,0.075,1.693
8.750,3.250,0.125,1.693
9.250,3.250,0.025,1.693
9.250,3.250,0.075,1.693
9.250,3.250,0.125,1.693
9.750,3.250,0.025,1.693
9.750,3.250,0.075,1.693
9.750,3.250,0.125,1.693
10.250,3.250,0.025,4.762
10.250,3.250,0.075,4.762
10.250,3.250,0.125,4.762
10.750,3.250,0.025,4.762
10.750,3.250,0.075,4.762
10.750,3.250,0.125,4.762
11.250,3.250,0.025,4.762
11.250,3.250,0.075,4.762
11.250,3.250,0.125,4.762
11.750,3.250,0.025,4.762
11.750,3.250,0.075,4.762
11.750,3.250,0.125,4.762
12.250,3.250,0.025,4.762
12.250,3.250,0.075,4.762
12.250,3.250,0.125,4.762
12.750,3.250,0.025,4.762
12.750,3.250,0.075,4.762
12.750,3.250,0.125,4.762
13.250,3.250,0.025,4.762
13.250,3.250,0.075,4.762
13.250,3.250,0.125,4.762
13.750,3.250,0.025,4.762
13.750,3.250,0.075,4.762
13.750,3.250,0.125,4.762
14.250,3.250,0.025,4.762
14.250,3.250,0.075,4.762
14.250,3.250,0.125,4.762
0.250,3.750,0.025,4.762
0.250,3.750,0.075,4.762
0.250,3.750,0.125,4.762
0.750,3.750,0.025,4.762
0.750,3.750,0.075,4.762
0.750,3.750,0.125,4.762
1.250,3.750,0.025,4.762
1.250,3.750,0.075,4.762
1.250,3.750,0.125,4.762
1.750,3.750,0.025,4.762
1.750,3.750,0.075,4.762
1.750,3.750,0.125,4.762
2.250,3.750,0.025,4.762
2.250,3.750,0.075,4.762
2.250,3.750,0.125,4.762
2.750,3.750,0.025,4.762
2.750,3.750,0.075,4.762
2.750,3.750,0.125,4.762
3.250,3.750,0.025,4.762
3.250,3.750,0.075,4.762
3.250,3.750,0.125,4.762
3.750,3.750,0.025,4.762
3.750,3.750,0.075,4.762
3.750,3.750,0.125,4.762
4.250,3.750,0.025,4.762
4.250,3.750,0.075,4.762
4.250,3.750,0.125,4.762
7.750,3.750,0.025,1.693
7.750,3.750,0.075,1.693
7.750,3.750,0.125,1.693
8.250,3.750,0.025,1.693
8.250,3.750,0.075,1.693
8.250,3.750,0.125,1.693
8.750,3.750,0.025,1.693
8.750,3.750,0.075,1.693
8.750,3.750,0.125,1.693
9.250,3.750,0.025,1.693
9.250,3.750,0.075,1.693
9.250,3.750,0.125,1.693
9.750,3.750,0.025,1.693
9.750,3.750,0.075,1.693
9.750,3.750,0.125,1.693
10.250,3.750,0.025,4.762
10.250,3.750,0.075,4.762
10.250,3.750,0.125,4.762
10.750,3.750,0.025,4.762
10.750,3.750,0.075,4.762
10.750,3.750,0.125,4.762
11.250,3.750,0.025,4.762
11.250,3.750,0.075,4.762
11.250,3.750,0.125,4.762
11.750,3.750,0.025,4.762
11.750,3.750,0.075,4.762
11.750,3.750,0.125,4.762
12.250,3.750,0.025,4.762
12.250,3.750,0.075,4.762
12.250,3.750,0.125,4.762
12.750,3.750,0.025,4.762
12.750,3.750,0.075,4.762
12.750,3.750,0.125,4.762
13.250,3.750,0.025,4.762
13.250,3.750,0.075,4.762
13.250,3.750,0.125,4.762
13.750,3.750,0.025,4.762
13.750,3.750,0.075,4.762
13.750,3.750,0.125,4.762
14.250,3.750,0.025,4.762
14.250,3.750,0.075,4.762
14.250,3.750,0.125,4.762
0.250,4.250,0.025,6.652
0.250,4.250,0.075,6.652
0.250,4.250,0.125,6.652
0.750,4.250,0.025,6.652
0.750,4.250,0.075,6.652
0.750,4.250,0.125,6.652
1.250,4.250,0.025,6.652
1.250,4.250,0.075,6.652
1.250,4.250,0.125,6.652
1.750,4.250,0.025,6.652
1.750,4.250,0.075,6.652
1.750,4.250,0.125,6.652
2.250,4.250,0.025,6.652
2.250,4.250,0.075,6.652
2.250,4.250,0.125,6.652
2.750,4.250,0.025,6.652
2.750,4.250,0.075,6.652
2.750,4.250,0.125,6.652
3.250,4.250,0.025,6.652
3.250,4.250,0.075,6.652
3.250,4.250,0.125,6.652
3.750,4.250,0.025,6.652
3.750,4.250,0.075,6.652
3.750,4.250,0.125,6.652
4.250,4.250,0.025,6.652
4.250,4.250,0.075,6.652
4.250,4.250,0.125,6.652
4.750,4.250,0.025,0.889
4.750,4.250,0.075,0.889
4.750,4.250,0.125,0.889
5.250,4.250,0.025,0.889
5.250,4.250,0.075,0.889
5.250,4.250,0.125,0.889
5.750,4.250,0.025,0.889
5.750,4.250,0.075,0.889
5.750,4.250,0.125,0.889
6.250,4.250,0.025,0.889
6.250,4.250,0.075,0.889
6.250,4.250,0.125,0.889
6.750,4.250,0.025,0.889
6.750,4.250,0.075,0.889
6.750,4.250,0.125,0.889
7.250,4.250,0.025,0.889
7.250,4.250,0.075,0.889
7.250,4.250,0.125,0.889
7.750,4.250,0.025,0.889
7.750,4.250,0.075,0.889
7.750,4.250,0.125,0.889
8.250,4.250,0.025,0.889
8.250,4.250,0.075,0.889
8.250,4.250,0.125,0.889
8.750,4.250,0.025,0.889
8.750,4.250,0.075,0.889
8.750,4.250,0.125,0.889
9.250,4.250,0.025,0.889
9.250,4.250,0.075,0.889
9.250,4.250,0.125,0.889
9.750,4.250,0.025,0.889
9.750,4.250,0.075,0.889
9.750,4.250,0.125,0.889
10.750,4.250,0.025,6.652
10.750,4.250,0.075,6.652
10.750,4.250,0.125,6.652
11.250,4.250,0.025,6.652
11.250,4.250,0.075,6.652
11.250,4.250,0.125,6.652
11.750,4.250,0.025,6.652
11.750,4.250,0.075,6.652
11.750,4.250,0.125,6.652
12.250,4.250,0.025,6.652
12.250,4.250,0.075,6.652
12.250,4.250,0.125,6.652
12.750,4.250,0.025,6.652
12.750,4.250,0.075,6.652
12.750,4.250,0.125,6.652
13.250,4.250,0.025,6.652
13.250,4.250,0.075,6.652
13.250,4.250,0.125,6.652
13.750,4.250,0.025,6.652
13.750,4.250,0.075,6.652
13.750,4.250,0.125,6.652
14.250,4.250,0.025,6.652
14.250,4.250,0.075,6.652
14.250,4.250,0.125,6.652
0.250,4.750,0.025,6.652
0.250,4.750,0.075,6.652
0.250,4.750,0.125,6.652
0.750,4.750,0.025,6.652
0.750,4.750,0.075,6.652
0.750,4.750,0.125,6.652
1.250,4.750,0.025,6.652
1.250,4.750,0.075,6.652
1.250,4.750,0.125,6.652
1.750,4.750,0.025,6.652
1.750,4.750,0.075,6.652
1.750,4.750,0.125,6.652
2.250,4.750,0.025,6.652
2.250,4.750,0.075,6.652
2.250,4.750,0.125,6.652
2.750,4.750,0.025,6.652
2.750,4.750,0.075,6.652
2.750,4.750,0.125,6.652
3.250,4.750,0.025,6.652
3.250,4.750,0.075,6.652
3.250,4.750,0.125,6.652
3.750,4.750,0.025,6.652
3.750,4.750,0.075,6.652
3.750,4.750,0.125,6.652
4.250,4.750,0.025,6.652
4.250,4.750,0.075,6.652
4.250,4.750,0.125,6.652
4.750,4.750,0.025,0.889
4.750,4.750,0.075,0.889
4.750,4.750,0.125,0.889
5.250,4.750,0.025,0.889
5.250,4.750,0.075,0.889
5.250,4.750,0.125,0.889
5.750,4.750,0.025,0.889
5.750,4.750,0.075,0.889
5.750,4.750,0.125,0.889
6.250,4.750,0.025,0.889
6.250,4.750,0.075,0.889
6.250,4.750,0.125,0.889
6.750,4.750,0.025,0.889
6.750,4.750,0.075,0.889
6.750,4.750,0.125,0.889
7.250,4.750,0.025,0.889
7.250,4.750,0.075,0.889
7.250,4.750,0.125,0.889
7.750,4.750,0.025,0.889
7.750,4.750,0.075,0.889
7.750,4.750,0.125,0.889
8.250,4.750,0.025,0.889
8.250,4.750,0.075,0.889
8.250,4.750,0.125,0.889
8.750,4.750,0.025,0.889
8.750,4.750,0.075,0.889
8.750,4.750,0.125,0.889
9.250,4.750,0.025,0.889
9.250,4.750,0.075,0.889
9.250,4.750,0.125,0.889
9.750,4.750,0.025,0.889
9.750,4.750,0.075,0.889
9.750,4.750,0.125,0.889
10.750,4.750,0.025,6.652
10.750,4.750,0.075,6.652
10.750,4.750,0.125,6.652
11.250,4.750,0.025,6.652
11.250,4.750,0.075,6.652
11.250,4.750,0.125,6.652
11.750,4.750,0.025,6.652
11.750,4.750,0.075,6.652
11.750,4.750,0.125,6.652
12.250,4.750,0.025,6.652
12.250,4.750,0.075,6.652
12.250,4.750,0.125,6.652
12.750,4.750,0.025,6.652
12.750,4.750,0.075,6.652
12.750,4.750,0.125,6.652
13.250,4.750,0.025,6.652
13.250,4.750,0.075,6.652
13.250,4.750,0.125,6.652
13.750,4.750,0.025,6.652
13.750,4.750,0.075,6.652
13.750,4.750,0.125,6.652
14.250,4.750,0.025,6.652
14.250,4.750,0.075,6.652
14.250,4.750,0.125,6.652
0.250,5.250,0.025,6.652
0.250,5.250,0.075,6.652
0.250,5.250,0.125,6.652
0.750,5.250,0.025,6.652
0.750,5.250,0.075,6.652
0.750,5.250,0.125,6.652
1.250,5.250,0.025,6.652
1.250,5.250,0.075,6.652
1.250,5.250,0.125,6.652
1.750,5.250,0.025,6.652
1.750,5.250,0.075,6.652
1.750,5.250,0.125,6.652
2.250,5.250,0.025,6.652
2.250,5.250,0.075,6.652
2.250,5.250,0.125,6.652
2.750,5.250,0.025,6.652
2.750,5.250,0.075,6.652
2.750,5.250,0.125,6.652
3.250,5.250,0.025,6.652
3.250,5.250,0.075,6.652
3.250,5.250,0.125,6.652
3.750,5.250,0.025,6.652
3.750,5.250,0.075,6.652
3.750,5.250,0.125,6.652
4.250,5.250,0.025,6.652
4.250,5.250,0.075,6.652
4.250,5.250,0.125,6.652
