X_mm,Y_mm,Z_mm,PowerDensity_W_per_mm3
2.750,10.750,0.025,6.652
2.750,10.750,0.075,6.652
2.750,10.750,0.125,6.652
3.250,10.750,0.025,6.652
3.250,10.750,0.075,6.652
3.250,10.750,0.125,6.652
3.750,10.750,0.025,6.652
3.750,10.750,0.075,6.652
3.750,10.750,0.125,6.652
4.250,10.750,0.025,6.652
4.250,10.750,0.075,6.652
4.250,10.750,0.125,6.652
4.750,10.750,0.025,1.317
4.750,10.750,0.075,1.317
4.750,10.750,0.125,1.317
5.250,10.750,0.025,1.317
5.250,10.750,0.075,1.317
5.250,10.750,0.125,1.317
5.750,10.750,0.025,1.317
5.750,10.750,0.075,1.317
5.750,10.750,0.125,1.317
6.250,10.750,0.025,1.317
6.250,10.750,0.075,1.317
6.250,10.750,0.125,1.317
6.750,10.750,0.025,1.317
6.750,10.750,0.075,1.317
6.750,10.750,0.125,1.317
7.250,10.750,0.025,1.317
7.250,10.750,0.075,1.317
7.250,10.750,0.125,1.317
7.750,10.750,0.025,1.317
7.750,10.750,0.075,1.317
7.750,10.750,0.125,1.317
8.250,10.750,0.025,1.317
8.250,10.750,0.075,1.317
8.250,10.750,0.125,1.317
8.750,10.750,0.025,1.317
8.750,10.750,0.075,1.317
8.750,10.750,0.125,1.317
9.250,10.750,0.025,1.317
9.250,10.750,0.075,1.317
9.250,10.750,0.125,1.317
10.750,10.750,0.025,6.652
10.750,10.750,0.075,6.652
10.750,10.750,0.125,6.652
11.250,10.750,0.025,6.652
11.250,10.750,0.075,6.652
11.250,10.750,0.125,6.652
11.750,10.750,0.025,6.652
11.750,10.750,0.075,6.652
11.750,10.750,0.125,6.652
12.250,10.750,0.025,6.652
12.250,10.750,0.075,6.652
12.250,10.750,0.125,6.652
12.750,10.750,0.025,6.652
12.750,10.750,0.075,6.652
12.750,10.750,0.125,6.652
13.250,10.750,0.025,6.652
13.250,10.750,0.075,6.652
13.250,10.750,0.125,6.652
13.750,10.750,0.025,6.652
13.750,10.750,0.075,6.652
13.750,10.750,0.125,6.652
14.250,10.750,0.025,6.652
14.250,10.750,0.075,6.652
14.250,10.750,0.125,6.652
0.250,11.250,0.025,6.652
0.250,11.250,0.075,6.652
0.250,11.250,0.125,6.652
0.750,11.250,0.025,6.652
0.750,11.250,0.075,6.652
0.750,11.250,0.125,6.652
1.250,11.250,0.025,6.652
1.250,11.250,0.075,6.652
1.250,11.250,0.125,6.652
1.750,11.250,0.025,6.652
1.750,11.250,0.075,6.652
1.750,11.250,0.125,6.652
2.250,11.250,0.025,6.652
2.250,11.250,0.075,6.652
2.250,11.250,0.125,6.652
2.750,11.250,0.025,6.652
2.750,11.250,0.075,6.652
2.750,11.250,0.125,6.652
3.250,11.250,0.025,6.652
3.250,11.250,0.075,6.652
3.250,11.250,0.125,6.652
3.750,11.250,0.025,6.652
3.750,11.250,0.075,6.652
3.750,11.250,0.125,6.652
4.250,11.250,0.025,6.652
4.250,11.250,0.075,6.652
4.250,11.250,0.125,6.652
4.750,11.250,0.025,1.317
4.750,11.250,0.075,1.317
4.750,11.250,0.125,1.317
5.250,11.250,0.025,1.317
5.250,11.250,0.075,1.317
5.250,11.250,0.125,1.317
5.750,11.250,0.025,1.317
5.750,11.250,0.075,1.317
5.750,11.250,0.125,1.317
6.250,11.250,0.025,1.317
6.250,11.250,0.075,1.317
6.250,11.250,0.125,1.317
6.750,11.250,0.025,1.317
6.750,11.250,0.075,1.317
6.750,11.250,0.125,1.317
7.250,11.250,0.025,1.317
7.250,11.250,0.075,1.317
7.250,11.250,0.125,1.317
7.750,11.250,0.025,1.317
7.750,11.250,0.075,1.317
7.750,11.250,0.125,1.317
8.250,11.250,0.025,1.317
8.250,11.250,0.075,1.317
8.250,11.250,0.125,1.317
8.750,11.250,0.025,1.317
8.750,11.250,0.075,1.317
8.750,11.250,0.125,1.317
9.250,11.250,0.025,1.317
9.250,11.250,0.075,1.317
9.250,11.250,0.125,1.317
10.750,11.250,0.025,6.652
10.750,11.250,0.075,6.652
10.750,11.250,0.125,6.652
11.250,11.250,0.025,6.652
11.250,11.250,0.075,6.652
11.250,11.250,0.125,6.652
11.750,11.250,0.025,6.652
11.750,11.250,0.075,6.652
11.750,11.250,0.125,6.652
12.250,11.250,0.025,6.652
12.250,11.250,0.075,6.652
12.250,11.250,0.125,6.652
12.750,11.250,0.025,6.652
12.750,11.250,0.075,6.652
12.750,11.250,0.125,6.652
13.250,11.250,0.025,6.652
13.250,11.250,0.075,6.652
13.250,11.250,0.125,6.652
13.750,11.250,0.025,6.652
13.750,11.250,0.075,6.652
13.750,11.250,0.125,6.652
14.250,11.250,0.025,6.652
14.250,11.250,0.075,6.652
14.250,11.250,0.125,6.652
0.250,11.750,0.025,6.652
0.250,11.750,0.075,6.652
0.250,11.750,0.125,6.652
0.750,11.750,0.025,6.652
0.750,11.750,0.075,6.652
0.750,11.750,0.125,6.652
1.250,11.750,0.025,6.652
1.250,11.750,0.075,6.652
1.250,11.750,0.125,6.652
1.750,11.750,0.025,6.652
1.750,11.750,0.075,6.652
1.750,11.750,0.125,6.652
2.250,11.750,0.025,6.652
2.250,11.750,0.075,6.652
2.250,11.750,0.125,6.652
2.750,11.750,0.025,6.652
2.750,11.750,0.075,6.652
2.750,11.750,0.125,6.652
3.250,11.750,0.025,6.652
3.250,11.750,0.075,6.652
3.250,11.750,0.125,6.652
3.750,11.750,0.025,6.652
3.750,11.750,0.075,6.652
3.750,11.750,0.125,6.652
4.250,11.750,0.025,6.652
4.250,11.750,0.075,6.652
4.250,11.750,0.125,6.652
4.750,11.750,0.025,1.317
4.750,11.750,0.075,1.317
4.750,11.750,0.125,1.317
5.250,11.750,0.025,1.317
5.250,11.750,0.075,1.317
5.250,11.750,0.125,1.317
5.750,11.750,0.025,1.317
5.750,11.750,0.075,1.317
5.750,11.750,0.125,1.317
6.250,11.750,0.025,1.317
6.250,11.750,0.075,1.317
6.250,11.750,0.125,1.317
6.750,11.750,0.025,1.317
6.750,11.750,0.075,1.317
6.750,11.750,0.125,1.317
7.250,11.750,0.025,1.317
7.250,11.750,0.075,1.317
7.250,11.750,0.125,1.317
7.750,11.750,0.025,1.317
7.750,11.750,0.075,1.317
7.750,11.750,0.125,1.317
8.250,11.750,0.025,1.317
8.250,11.750,0.075,1.317
8.250,11.750,0.125,1.317
8.750,11.750,0.025,1.317
8.750,11.750,0.075,1.317
8.750,11.750,0.125,1.317
9.250,11.750,0.025,1.317
9.250,11.750,0.075,1.317
9.250,11.750,0.125,1.317
10.750,11.750,0.025,6.652
10.750,11.750,0.075,6.652
10.750,11.750,0.125,6.652
11.250,11.750,0.025,6.652
11.250,11.750,0.075,6.652
11.250,11.750,0.125,6.652
11.750,11.750,0.025,6.652
11.750,11.750,0.075,6.652
11.750,11.750,0.125,6.652
12.250,11.750,0.025,6.652
12.250,11.750,0.075,6.652
12.250,11.750,0.125,6.652
12.750,11.750,0.025,6.652
12.750,11.750,0.075,6.652
12.750,11.750,0.125,6.652
13.250,11.750,0.025,6.652
13.250,11.750,0.075,6.652
13.250,11.750,0.125,6.652
13.750,11.750,0.025,6.652
13.750,11.750,0.075,6.652
13.750,11.750,0.125,6.652
14.250,11.750,0.025,6.652
14.250,11.750,0.075,6.652
14.250,11.750,0.125,6.652
0.250,12.250,0.025,6.652
0.250,12.250,0.075,6.652
0.250,12.250,0.125,6.652
0.750,12.250,0.025,6.652
0.750,12.250,0.075,6.652
0.750,12.250,0.125,6.652
1.250,12.250,0.025,6.652
1.250,12.250,0.075,6.652
1.250,12.250,0.125,6.652
1.750,12.250,0.025,6.652
1.750,12.250,0.075,6.652
1.750,12.250,0.125,6.652
2.250,12.250,0.025,6.652
2.250,12.250,0.075,6.652
2.250,12.250,0.125,6.652
2.750,12.250,0.025,6.652
2.750,12.250,0.075,6.652
2.750,12.250,0.125,6.652
3.250,12.250,0.025,6.652
3.250,12.250,0.075,6.652
3.250,12.250,0.125,6.652
3.750,12.250,0.025,6.652
3.750,12.250,0.075,6.652
3.750,12.250,0.125,6.652
4.250,12.250,0.025,6.652
4.250,12.250,0.075,6.652
4.250,12.250,0.125,6.652
4.750,12.250,0.025,1.317
4.750,12.250,0.075,1.317
4.750,12.250,0.125,1.317
5.250,12.250,0.025,1.317
5.250,12.250,0.075,1.317
5.250,12.250,0.125,1.317
5.750,12.250,0.025,1.317
5.750,12.250,0.075,1.317
5.750,12.250,0.125,1.317
6.250,12.250,0.025,1.317
6.250,12.250,0.075,1.317
6.250,12.250,0.125,1.317
6.750,12.250,0.025,1.317
6.750,12.250,0.075,1.317
6.750,12.250,0.125,1.317
7.250,12.250,0.025,1.317
7.250,12.250,0.075,1.317
7.250,12.250,0.125,1.317
7.750,12.250,0.025,1.317
7.750,12.250,0.075,1.317
7.750,12.250,0.125,1.317
8.250,12.250,0.025,1.317
8.250,12.250,0.075,1.317
8.250,12.250,0.125,1.317
8.750,12.250,0.025,1.317
8.750,12.250,0.075,1.317
8.750,12.250,0.125,1.317
9.250,12.250,0.025,1.317
9.250,12.250,0.075,1.317
9.250,12.250,0.125,1.317
10.750,12.250,0.025,6.652
10.750,12.250,0.075,6.652
10.750,12.250,0.125,6.652
11.250,12.250,0.025,6.652
11.250,12.250,0.075,6.652
11.250,12.250,0.125,6.652
11.750,12.250,0.025,6.652
11.750,12.250,0.075,6.652
11.750,12.250,0.125,6.652
12.250,12.250,0.025,6.652
12.250,12.250,0.075,6.652
12.250,12.250,0.125,6.652
12.750,12.250,0.025,6.652
12.750,12.250,0.075,6.652
12.750,12.250,0.125,6.652
13.250,12.250,0.025,6.652
13.250,12.250,0.075,6.652
13.250,12.250,0.125,6.652
13.750,12.250,0.025,6.652
13.750,12.250,0.075,6.652
13.750,12.250,0.125,6.652
14.250,12.250,0.025,6.652
14.250,12.250,0.075,6.652
14.250,12.250,0.125,6.652
0.250,12.750,0.025,6.652
0.250,12.750,0.075,6.652
0.250,12.750,0.125,6.652
0.750,12.750,0.025,6.652
0.750,12.750,0.075,6.652
0.750,12.750,0.125,6.652
1.250,12.750,0.025,6.652
1.250,12.750,0.075,6.652
1.250,12.750,0.125,6.652
1.750,12.750,0.025,6.652
1.750,12.750,0.075,6.652
1.750,12.750,0.125,6.652
2.250,12.750,0.025,6.652
2.250,12.750,0.075,6.652
2.250,12.750,0.125,6.652
2.750,12.750,0.025,6.652
2.750,12.750,0.075,6.652
2.750,12.750,0.125,6.652
3.250,12.750,0.025,6.652
3.250,12.750,0.075,6.652
3.250,12.750,0.125,6.652
3.750,12.750,0.025,6.652
3.750,12.750,0.075,6.652
3.750,12.750,0.125,6.652
4.250,12.750,0.025,6.652
4.250,12.750,0.075,6.652
4.250,12.750,0.125,6.652
4.750,12.750,0.025,1.317
4.750,12.750,0.075,1.317
4.750,12.750,0.125,1.317
5.250,12.750,0.025,1.317
5.250,12.750,0.075,1.317
5.250,12.750,0.125,1.317
5.750,12.750,0.025,1.317
5.750,12.750,0.075,1.317
5.750,12.750,0.125,1.317
6.250,12.750,0.025,1.317
6.250,12.750,0.075,1.317
6.250,12.750,0.125,1.317
6.750,12.750,0.025,1.317
6.750,12.750,0.075,1.317
6.750,12.750,0.125,1.317
7.250,12.750,0.025,1.317
7.250,12.750,0.075,1.317
7.250,12.750,0.125,1.317
7.750,12.750,0.025,1.317
7.750,12.750,0.075,1.317
7.750,12.750,0.125,1.317
8.250,12.750,0.025,1.317
8.250,12.750,0.075,1.317
8.250,12.750,0.125,1.317
8.750,12.750,0.025,1.317
8.750,12.750,0.075,1.317
8.750,12.750,0.125,1.317
9.250,12.750,0.025,1.317
9.250,12.750,0.075,1.317
9.250,12.750,0.125,1.317
10.750,12.750,0.025,6.652
10.750,12.750,0.075,6.652
10.750,12.750,0.125,6.652
11.250,12.750,0.025,6.652
11.250,12.750,0.075,6.652
11.250,12.750,0.125,6.652
11.750,12.750,0.025,6.652
11.750,12.750,0.075,6.652
11.750,12.750,0.125,6.652
12.250,12.750,0.025,6.652
12.250,12.750,0.075,6.652
12.250,12.750,0.125,6.652
12.750,12.750,0.025,6.652
12.750,12.750,0.075,6.652
12.750,12.750,0.125,6.652
13.250,12.750,0.025,6.652
13.250,12.750,0.075,6.652
13.250,12.750,0.125,6.652
13.750,12.750,0.025,6.652
13.750,12.750,0.075,6.652
13.750,12.750,0.125,6.652
14.250,12.750,0.025,6.652
14.250,12.750,0.075,6.652
14.250,12.750,0.125,6.652
0.250,13.250,0.025,6.652
0.250,13.250,0.075,6.652
0.250,13.250,0.125,6.652
0.750,13.250,0.025,6.652
0.750,13.250,0.075,6.652
0.750,13.250,0.125,6.652
1.250,13.250,0.025,6.652
1.250,13.250,0.075,6.652
1.250,13.250,0.125,6.652
1.750,13.250,0.025,6.652
1.750,13.250,0.075,6.652
1.750,13.250,0.125,6.652
2.250,13.250,0.025,6.652
2.250,13.250,0.075,6.652
2.250,13.250,0.125,6.652
2.750,13.250,0.025,6.652
2.750,13.250,0.075,6.652
2.750,13.250,0.125,6.652
3.250,13.250,0.025,6.652
3.250,13.250,0.075,6.652
3.250,13.250,0.125,6.652
3.750,13.250,0.025,6.652
3.750,13.250,0.075,6.652
3.750,13.250,0.125,6.652
4.250,13.250,0.025,6.652
4.250,13.250,0.075,6.652
4.250,13.250,0.125,6.652
4.750,13.250,0.025,1.317
4.750,13.250,0.075,1.317
4.750,13.250,0.125,1.317
5.250,13.250,0.025,1.317
5.250,13.250,0.075,1.317
5.250,13.250,0.125,1.317
5.750,13.250,0.025,1.317
5.750,13.250,0.075,1.317
5.750,13.250,0.125,1.317
6.250,13.250,0.025,1.317
6.250,13.250,0.075,1.317
6.250,13.250,0.125,1.317
6.750,13.250,0.025,1.317
6.750,13.250,0.075,1.317
6.750,13.250,0.125,1.317
7.250,13.250,0.025,1.317
7.250,13.250,0.075,1.317
7.250,13.250,0.125,1.317
7.750,13.250,0.025,1.317
7.750,13.250,0.075,1.317
7.750,13.250,0.125,1.317
8.250,13.250,0.025,1.317
8.250,13.250,0.075,1.317
8.250,13.250,0.125,1.317
8.750,13.250,0.025,1.317
8.750,13.250,0.075,1.317
8.750,13.250,0.125,1.317
9.250,13.250,0.025,1.317
9.250,13.250,0.075,1.317
9.250,13.250,0.125,1.317
10.750,13.250,0.025,6.652
10.750,13.250,0.075,6.652
10.750,13.250,0.125,6.652
11.250,13.250,0.025,6.652
11.250,13.250,0.075,6.652
11.250,13.250,0.125,6.652
11.750,13.250,0.025,6.652
11.750,13.250,0.075,6.652
11.750,13.250,0.125,6.652
12.250,13.250,0.025,6.652
12.250,13.250,0.075,6.652
12.250,13.250,0.125,6.652
12.750,13.250,0.025,6.652
12.750,13.250,0.075,6.652
12.750,13.250,0.125,6.652
13.250,13.250,0.025,6.652
13.250,13.250,0.075,6.652
13.250,13.250,0.125,6.652
13.750,13.250,0.025,6.652
13.750,13.250,0.075,6.652
13.750,13.250,0.125,6.652
14.250,13.250,0.025,6.652
14.250,13.250,0.075,6.652
14.250,13.250,0.125,6.652
0.250,13.750,0.025,6.652
0.250,13.750,0.075,6.652
0.250,13.750,0.125,6.652
0.750,13.750,0.025,6.652
0.750,13.750,0.075,6.652
0.750,13.750,0.125,6.652
1.250,13.750,0.025,6.652
1.250,13.750,0.075,6.652
1.250,13.750,0.125,6.652
1.750,13.750,0.025,6.652
1.750,13.750,0.075,6.652
1.750,13.750,0.125,6.652
2.250,13.750,0.025,6.652
2.250,13.750,0.075,6.652
2.250,13.750,0.125,6.652
2.750,13.750,0.025,6.652
2.750,13.750,0.075,6.652
2.750,13.750,0.125,6.652
3.250,13.750,0.025,6.652
3.250,13.750,0.075,6.652
3.250,13.750,0.125,6.652
3.750,13.750,0.025,6.652
3.750,13.750,0.075,6.652
3.750,13.750,0.125,6.652
4.250,13.750,0.025,6.652
4.250,13.750,0.075,6.652
4.250,13.750,0.125,6.652
4.750,13.750,0.025,1.317
4.750,13.750,0.075,1.317
4.750,13.750,0.125,1.317
5.250,13.750,0.025,1.317
5.250,13.750,0.075,1.317
5.250,13.750,0.125,1.317
5.750,13.750,0.025,1.317
5.750,13.750,0.075,1.317
5.750,13.750,0.125,1.317
6.250,13.750,0.025,1.317
6.250,13.750,0.075,1.317
6.250,13.750,0.125,1.317
6.750,13.750,0.025,1.317
6.750,13.750,0.075,1.317
6.750,13.750,0.125,1.317
7.250,13.750,0.025,1.317
7.250,13.750,0.075,1.317
7.250,13.750,0.125,1.317
7.750,13.750,0.025,1.317
7.750,13.750,0.075,1.317
7.750,13.750,0.125,1.317
8.250,13.750,0.025,1.317
8.250,13.750,0.075,1.317
8.250,13.750,0.125,1.317
8.750,13.750,0.025,1.317
8.750,13.750,0.075,1.317
8.750,13.750,0.125,1.317
9.250,13.750,0.025,1.317
9.250,13.750,0.075,1.317
9.250,13.750,0.125,1.317
10.750,13.750,0.025,6.652
10.750,13.750,0.075,6.652
10.750,13.750,0.125,6.652
11.250,13.750,0.025,6.652
11.250,13.750,0.075,6.652
11.250,13.750,0.125,6.652
11.750,13.750,0.025,6.652
11.750,13.750,0.075,6.652
11.750,13.750,0.125,6.652
12.250,13.750,0.025,6.652
12.250,13.750,0.075,6.652
12.250,13.750,0.125,6.652
12.750,13.750,0.025,6.652
12.750,13.750,0.075,6.652
12.750,13.750,0.125,6.652
13.250,13.750,0.025,6.652
13.250,13.750,0.075,6.652
13.250,13.750,0.125,6.652
13.750,13.750,0.025,6.652
13.750,13.750,0.075,6.652
13.750,13.750,0.125,6.652
14.250,13.750,0.025,6.652
14.250,13.750,0.075,6.652
14.250,13.750,0.125,6.652
0.250,14.250,0.025,6.652
0.250,14.250,0.075,6.652
0.250,14.250,0.125,6.652
0.750,14.250,0.025,6.652
0.750,14.250,0.075,6.652
0.750,14.250,0.125,6.652
1.250,14.250,0.025,6.652
1.250,14.250,0.075,6.652
1.250,14.250,0.125,6.652
1.750,14.250,0.025,6.652
1.750,14.250,0.075,6.652
1.750,14.250,0.125,6.652
2.250,14.250,0.025,6.652
2.250,14.250,0.075,6.652
2.250,14.250,0.125,6.652
2.750,14.250,0.025,6.652
2.750,14.250,0.075,6.652
2.750,14.250,0.125,6.652
3.250,14.250,0.025,6.652
3.250,14.250,0.075,6.652
3.250,14.250,0.125,6.652
3.750,14.250,0.025,6.652
3.750,14.250,0.075,6.652
3.750,14.250,0.125,6.652
4.250,14.250,0.025,6.652
4.250,14.250,0.075,6.652
4.250,14.250,0.125,6.652
4.750,14.250,0.025,1.317
4.750,14.250,0.075,1.317
4.750,14.250,0.125,1.317
5.250,14.250,0.025,1.317
5.250,14.250,0.075,1.317
5.250,14.250,0.125,1.317
5.750,14.250,0.025,1.317
5.750,14.250,0.075,1.317
5.750,14.250,0.125,1.317
6.250,14.250,0.025,1.317
6.250,14.250,0.075,1.317
6.250,14.250,0.125,1.317
6.750,14.250,0.025,1.317
6.750,14.250,0.075,1.317
6.750,14.250,0.125,1.317
7.250,14.250,0.025,1.317
7.250,14.250,0.075,1.317
7.250,14.250,0.125,1.317
7.750,14.250,0.025,1.317
7.750,14.250,0.075,1.317
7.750,14.250,0.125,1.317
8.250,14.250,0.025,1.317
8.250,14.250,0.075,1.317
8.250,14.250,0.125,1.317
8.750,14.250,0.025,1.317
8.750,14.250,0.075,1.317
8.750,14.250,0.125,1.317
9.250,14.250,0.025,1.317
9.250,14.250,0.075,1.317
9.250,14.250,0.125,1.317
10.750,14.250,0.025,6.652
10.750,14.250,0.075,6.652
10.750,14.250,0.125,6.652
11.250,14.250,0.025,6.652
11.250,14.250,0.075,6.652
11.250,14.250,0.125,6.652
11.750,14.250,0.025,6.652
11.750,14.250,0.075,6.652
11.750,14.250,0.125,6.652
12.250,14.250,0.025,6.652
12.250,14.250,0.075,6.652
12.250,14.250,0.125,6.652
12.750,14.250,0.025,6.652
12.750,14.250,0.075,6.652
12.750,14.250,0.125,6.652
13.250,14.250,0.025,6.652
13.250,14.250,0.075,6.652
13.250,14.250,0.125,6.652
13.750,14.250,0.025,6.652
13.750,14.250,0.075,6.652
13.750,14.250,0.125,6.652
14.250,14.250,0.025,6.652
14.250,14.250,0.075,6.652
14.250,14.250,0.125,6.652
0.250,14.750,0.025,6.652
0.250,14.750,0.075,6.652
0.250,14.750,0.125,6.652
0.750,14.750,0.025,6.652
0.750,14.750,0.075,6.652
0.750,14.750,0.125,6.652
1.250,14.750,0.025,6.652
1.250,14.750,0.075,6.652
1.250,14.750,0.125,6.652
1.750,14.750,0.025,6.652
1.750,14.750,0.075,6.652
1.750,14.750,0.125,6.652
2.250,14.750,0.025,6.652
2.250,14.750,0.075,6.652
2.250,14.750,0.125,6.652
2.750,14.750,0.025,6.652
2.750,14.750,0.075,6.652
2.750,14.750,0.125,6.652
3.250,14.750,0.025,6.652
3.250,14.750,0.075,6.652
3.250,14.750,0.125,6.652
3.750,14.750,0.025,6.652
3.750,14.750,0.075,6.652
3.750,14.750,0.125,6.652
4.250,14.750,0.025,6.652
4.250,14.750,0.075,6.652
4.250,14.750,0.125,6.652
4.750,14.750,0.025,4.280
4.750,14.750,0.075,4.280
4.750,14.750,0.125,4.280
5.250,14.750,0.025,4.280
5.250,14.750,0.075,4.280
5.250,14.750,0.125,4.280
5.750,14.750,0.025,4.280
5.750,14.750,0.075,4.280
5.750,14.750,0.125,4.280
6.250,14.750,0.025,4.280
6.250,14.750,0.075,4.280
6.250,14.750,0.125,4.280
6.750,14.750,0.025,4.280
6.750,14.750,0.075,4.280
6.750,14.750,0.125,4.280
7.250,14.750,0.025,4.280
7.250,14.750,0.075,4.280
7.250,14.750,0.125,4.280
7.750,14.750,0.025,4.280
7.750,14.750,0.075,4.280
7.750,14.750,0.125,4.280
8.250,14.750,0.025,4.280
8.250,14.750,0.075,4.280
8.250,14.750,0.125,4.280
8.750,14.750,0.025,4.280
8.750,14.750,0.075,4.280
8.750,14.750,0.125,4.280
9.250,14.750,0.025,4.280
9.250,14.750,0.075,4.280
9.250,14.750,0.125,4.280
10.750,14.750,0.025,6.652
10.750,14.750,0.075,6.652
10.750,14.750,0.125,6.652
11.250,14.750,0.025,6.652
11.250,14.750,0.075,6.652
11.250,14.750,0.125,6.652
11.750,14.750,0.025,6.652
11.750,14.750,0.075,6.652
11.750,14.750,0.125,6.652
12.250,14.750,0.025,6.652
12.250,14.750,0.075,6.652
12.250,14.750,0.125,6.652
12.750,14.750,0.025,6.652
12.750,14.750,0.075,6.652
12.750,14.750,0.125,6.652
13.250,14.750,0.025,6.652
13.250,14.750,0.075,6.652
13.250,14.750,0.125,6.652
13.750,14.750,0.025,6.652
13.750,14.750,0.075,6.652
13.750,14.750,0.125,6.652
14.250,14.750,0.025,6.652
14.250,14.750,0.075,6.652
14.250,14.750,0.125,6.652
0.250,15.250,0.025,6.652
0.250,15.250,0.075,6.652
0.250,15.250,0.125,6.652
0.750,15.250,0.025,6.652
0.750,15.250,0.075,6.652
0.750,15.250,0.125,6.652
1.250,15.250,0.025,6.652
1.250,15.250,0.075,6.652
1.250,15.250,0.125,6.652
1.750,15.250,0.025,6.652
1.750,15.250,0.075,6.652
1.750,15.250,0.125,6.652
2.250,15.250,0.025,6.652
2.250,15.250,0.075,6.652
2.250,15.250,0.125,6.652
2.750,15.250,0.025,6.652
2.750,15.250,0.075,6.652
2.750,15.250,0.125,6.652
3.250,15.250,0.025,6.652
3.250,15.250,0.075,6.652
3.250,15.250,0.125,6.652
3.750,15.250,0.025,6.652
3.750,15.250,0.075,6.652
3.750,15.250,0.125,6.652
4.250,15.250,0.025,6.652
4.250,15.250,0.075,6.652
4.250,15.250,0.125,6.652
4.750,15.250,0.025,4.280
4.750,15.250,0.075,4.280
4.750,15.250,0.125,4.280
5.250,15.250,0.025,4.280
5.250,15.250,0.075,4.280
5.250,15.250,0.125,4.280
5.750,15.250,0.025,4.280
5.750,15.250,0.075,4.280
5.750,15.250,0.125,4.280
6.250,15.250,0.025,4.280
6.250,15.250,0.075,4.280
6.250,15.250,0.125,4.280
6.750,15.250,0.025,4.280
6.750,15.250,0.075,4.280
6.750,15.250,0.125,4.280
7.250,15.250,0.025,4.280
7.250,15.250,0.075,4.280
7.250,15.250,0.125,4.280
7.750,15.250,0.025,4.280
7.750,15.250,0.075,4.280
7.750,15.250,0.125,4.280
8.250,15.250,0.025,4.280
8.250,15.250,0.075,4.280
8.250,15.250,0.125,4.280
8.750,15.250,0.025,4.280
8.750,15.250,0.075,4.280
8.750,15.250,0.125,4.280
9.250,15.250,0.025,4.280
9.250,15.250,0.075,4.280
9.250,15.250,0.125,4.280
10.750,15.250,0.025,6.652
10.750,15.250,0.075,6.652
10.750,15.250,0.125,6.652
11.250,15.250,0.025,6.652
11.250,15.250,0.075,6.652
11.250,15.250,0.125,6.652
11.750,15.250,0.025,6.652
11.750,15.250,0.075,6.652
11.750,15.250,0.125,6.652
12.250,15.250,0.025,6.652
12.250,15.250,0.075,6.652
12.250,15.250,0.125,6.652
12.750,15.250,0.025,6.652
12.750,15.250,0.075,6.652
12.750,15.250,0.125,6.652
13.250,15.250,0.025,6.652
13.250,15.250,0.075,6.652
13.250,15.250,0.125,6.652
13.750,15.250,0.025,6.652
13.750,15.250,0.075,6.652
13.750,15.250,0.125,6.652
14.250,15.250,0.025,6.652
14.250,15.250,0.075,6.652
14.250,15.250,0.125,6.652
0.250,15.750,0.025,6.652
0.250,15.750,0.075,6.652
0.250,15.750,0.125,6.652
0.750,15.750,0.025,6.652
0.750,15.750,0.075,6.652
0.750,15.750,0.125,6.652
1.250,15.750,0.025,6.652
1.250,15.750,0.075,6.652
1.250,15.750,0.125,6.652
1.750,15.750,0.025,6.652
1.750,15.750,0.075,6.652
1.750,15.750,0.125,6.652
2.250,15.750,0.025,6.652
2.250,15.750,0.075,6.652
2.250,15.750,0.125,6.652
2.750,15.750,0.025,6.652
2.750,15.750,0.075,6.652
2.750,15.750,0.125,6.652
3.250,15.750,0.025,6.652
3.250,15.750,0.075,6.652
3.250,15.750,0.125,6.652
3.750,15.750,0.025,6.652
3.750,15.750,0.075,6.652
3.750,15.750,0.125,6.652
4.250,15.750,0.025,6.652
4.250,15.750,0.075,6.652
4.250,15.750,0.125,6.652
4.750,15.750,0.025,4.280
4.750,15.750,0.075,4.280
4.750,15.750,0.125,4.280
5.250,15.750,0.025,4.280
5.250,15.750,0.075,4.280
5.250,15.750,0.125,4.280
5.750,15.750,0.025,4.280
5.750,15.750,0.075,4.280
5.750,15.750,0.125,4.280
6.250,15.750,0.025,4.280
6.250,15.750,0.075,4.280
6.250,15.750,0.125,4.280
6.750,15.750,0.025,4.280
6.750,15.750,0.075,4.280
6.750,15.750,0.125,4.280
7.250,15.750,0.025,4.280
7.250,15.750,0.075,4.280
7.250,15.750,0.125,4.280
7.750,15.750,0.025,4.280
7.750,15.750,0.075,4.280
7.750,15.750,0.125,4.280
8.250,15.750,0.025,4.280
8.250,15.750,0.075,4.280
8.250,15.750,0.125,4.280
8.750,15.750,0.025,4.280
8.750,15.750,0.075,4.280
8.750,15.750,0.125,4.280
9.250,15.750,0.025,4.280
9.250,15.750,0.075,4.280
9.250,15.750,0.125,4.280
10.750,15.750,0.025,6.652
10.750,15.750,0.075,6.652
10.750,15.750,0.125,6.652
11.250,15.750,0.025,6.652
11.250,15.750,0.075,6.652
11.250,15.750,0.125,6.652
11.750,15.750,0.025,6.652
11.750,15.750,0.075,6.652
11.750,15.750,0.125,6.652
12.250,15.750,0.025,6.652
12.250,15.750,0.075,6.652
12.250,15.750,0.125,6.652
12.750,15.750,0.025,6.652
12.750,15.750,0.075,6.652
12.750,15.750,0.125,6.652
13.250,15.750,0.025,6.652
13.250,15.750,0.075,6.652
13.250,15.750,0.125,6.652
13.750,15.750,0.025,6.652
13.750,15.750,0.075,6.652
13.750,15.750,0.125,6.652
